team,games,wins,losses,super_elo,mov_elo,off_efg_elo,off_tov_elo,off_orb_elo,off_ftr_elo,def_efg_elo,def_tov_elo,def_orb_elo,def_ftr_elo,rank
Alabama St.,35,19,16,1382.812556100725,1382.8125561007241,1353.6881232647227,1729.5619468255798,1391.1028694677314,1394.0581624117638,1444.3222827200025,1529.2115030372488,1461.5831541097812,1401.2005384309305,269
Jackson St.,34,16,18,1382.6962399368265,1382.6962399368256,1388.8428864958996,1430.143572996882,1471.630870722763,1549.602685340627,1468.6260072877728,1502.0869679063496,1464.007858729694,1532.2242111975493,270
Sacred Heart,32,14,18,1381.2736942483155,1381.2736942483145,1463.388691047471,1482.1177647595562,1498.1052734976608,1375.579254359766,1406.594117811596,1493.200674716031,1448.649347123285,1542.6668976507276,271
Ball St.,28,11,17,1380.7352975763886,1380.7352975763877,1449.1973521429031,1538.6915497760506,1396.9746692943877,1680.544484957885,1437.374955905643,1359.799692792321,1501.3226507688034,1510.6595292401396,272
Iona,34,17,17,1380.5488855429992,1380.5488855429983,1360.6658062764543,1296.0237577785779,1721.9976435191334,1412.8925665100548,1428.6052904785106,1732.5323696451692,1409.8046578806154,1393.7473773430656,273
Marist,30,20,10,1375.91275870175,1375.912758701749,1412.9981586887536,1426.744985581641,1460.506733644485,1314.5723970318295,1542.3347559159797,1415.2894382381367,1522.7427303829172,1443.7982828242082,274
Pacific,31,7,24,1371.3265961783345,1371.3265961783336,1433.6184890411291,1360.5857090004213,1512.0547055642423,1498.6209256383022,1468.5606344506182,1389.855523370008,1550.4583084368835,1441.0425758143501,275
Eastern Washington,30,8,22,1370.8011617233947,1370.8011617233938,1470.8109406925178,1393.767192721941,1472.1441079146305,1440.3281092834584,1411.6704017718077,1565.7659922507942,1432.7177985156352,1368.1727721075893,276
Austin Peay,31,12,19,1367.3568173070425,1367.3568173070416,1386.8075944498607,1588.5716317252409,1386.9676338752129,1461.608077405819,1416.3168991439436,1524.352352895621,1466.739372806336,1414.6096036731094,277
Portland,30,10,20,1366.5776257932628,1366.5776257932619,1511.1691010484258,1438.0741069164076,1362.97609939421,1469.3796270027688,1413.7440310708607,1296.934710416035,1503.3755744786213,1679.8779449651547,278
Navy,33,14,19,1365.191352233968,1365.191352233967,1385.511651289777,1501.7946788067838,1527.6734971437813,1549.427419541584,1426.624926949168,1480.3279505938851,1469.8768602036191,1455.918505702433,279
Eastern Michigan,31,15,16,1364.959117106847,1364.9591171068462,1474.0456133630987,1436.5216879949849,1495.5527285071303,1483.0792161806146,1381.1031893295603,1562.4972915032456,1420.397971814721,1382.569503701315,280
Albany,31,15,16,1364.9546544102252,1364.9546544102243,1421.5350216633196,1510.3059457348909,1519.686361887072,1464.422527690886,1341.5142657375045,1588.7222366693302,1452.211904559292,1410.1953743201336,281
Texas Southern,29,12,17,1364.6792433919682,1364.6792433919672,1350.2765701933909,1433.640183223906,1485.4058851069824,1374.6103190972963,1547.0849779819014,1592.562583228623,1327.9594404370168,1465.4187025290846,282
Bethune Cookman,33,17,16,1363.4741111619571,1363.4741111619562,1400.8685150342974,1441.9896252728106,1438.3016299893532,1533.2887422506606,1507.8880948779063,1475.5418247544994,1462.8519874245626,1519.1785995101682,283
Columbia,25,10,15,1363.360347909607,1363.3603479096062,1519.7006653406734,1542.1302052283422,1375.6970610538865,1454.6314039727022,1318.772542044456,1452.8407178178718,1538.1963273726494,1587.3250354566098,284
Lehigh,28,9,19,1357.9843211529073,1357.9843211529064,1477.769477808079,1563.0504139111595,1266.2784999956953,1488.9109283107148,1493.3380839752201,1419.7521212189283,1453.2313092657573,1442.060883852436,285
Weber St.,31,9,22,1357.5265451665148,1357.5265451665139,1445.6991979240179,1462.691910342027,1412.2026183014218,1505.8358027312672,1437.2573236305386,1451.5587954861755,1495.0530122920193,1409.7881314647987,286
Western Michigan,31,11,20,1355.6035934692202,1355.6035934692193,1339.9029083948126,1563.2829565943764,1620.0140068423254,1441.1405459561274,1366.006081846907,1496.5842548507042,1519.7848334115904,1496.7008723065742,287
Saint Peter's,27,11,16,1354.4975147580828,1354.497514758082,1255.4431705914794,1324.0571059453325,1659.7702404209049,1550.0950175969626,1566.0698040040363,1499.1930290932191,1408.1136037543379,1359.7076764999401,288
Air Force,32,4,28,1353.8172251089952,1353.8172251089943,1494.7358599560673,1359.5976063673372,1335.2854726087792,1551.9164460473141,1408.7322324248596,1458.840325143323,1532.8493899372484,1468.4076656646591,289
Bowling Green,30,12,18,1353.0410591753798,1353.041059175379,1400.9381566799823,1463.8340978799067,1378.2845079541428,1486.2296947444577,1402.9576200769206,1521.6995915596096,1527.8184132001645,1545.961863936711,290
Lafayette,32,12,20,1352.8550855368328,1352.855085536832,1431.2514905690086,1467.9493134304887,1335.2473039081963,1463.1542369910892,1503.297862127048,1438.9258655738142,1437.7801589943601,1577.9668516513116,291
Tennessee Martin,30,11,19,1351.8612937990817,1351.8612937990808,1395.2251814375818,1395.5627970349092,1598.0758216622596,1483.8624358226082,1405.4436345939396,1562.7254797581827,1428.7552356414433,1468.6017183265515,292
Denver,29,8,21,1348.5089357312042,1348.5089357312033,1445.8922498354423,1381.1911873895588,1436.8643453422847,1464.1127820784498,1430.68307236961,1514.4937068838303,1505.825409193211,1201.7931916655,293
Southern Miss,31,9,22,1346.0584970437676,1346.0584970437667,1408.6285464250523,1382.4356633121045,1453.4420789718665,1478.3250955954293,1460.3116790165157,1458.4633981305947,1504.3723526617584,1437.911208283721,294
LIU,31,15,16,1345.8836679059232,1345.8836679059223,1352.9074039734987,1348.095943396341,1518.7422190109178,1392.3352980682218,1554.6654208564123,1562.3675841935892,1464.2165924961996,1293.1692510525909,295
Utah Tech,31,5,26,1344.889089018457,1344.8890890184562,1443.7352510592646,1477.6465573033895,1429.84099575336,1474.3326771568136,1411.4597125130742,1461.0413248732432,1453.0787629205686,1427.8826335684726,296
Old Dominion,33,13,20,1343.618900494576,1343.6189004945752,1283.5337865763347,1472.7145733887455,1658.8468504726961,1434.9924875664913,1450.6355299883542,1410.8354670245817,1464.172917326014,1465.789673010728,297
Tennessee Tech,30,13,17,1343.6118876456935,1343.6118876456926,1469.6114648612934,1513.946450105938,1326.2902340126482,1374.280767222966,1468.5843590104778,1378.4400899538239,1425.2926277125005,1673.4529288958724,298
San Diego,32,5,27,1342.5435428325402,1342.5435428325393,1369.448609242041,1398.4613187286507,1525.8100194799626,1476.8093024576947,1430.1264125471746,1519.1746790257241,1465.2343709463867,1265.749013344328,299
Tarleton St.,29,9,20,1341.418155628201,1341.4181556282,1356.7384831524848,1169.0086836298412,1465.149987158489,1622.2058122072963,1464.4842244675476,1748.1913472414699,1442.8280391326389,1276.9431582035875,300
Charleston Southern,30,8,22,1339.955696969596,1339.955696969595,1413.7462203010084,1374.7553568754597,1520.5532696341293,1698.4489711295332,1447.723019117463,1325.9357002887027,1566.3548034156302,1545.3070390608345,301
VMI,30,11,19,1338.9685412610452,1338.9685412610443,1415.1609571688962,1424.0493088362755,1377.5395035804136,1570.1506866023237,1401.8730782432535,1503.9712343478259,1440.266047370622,1523.9554887430368,302
Boston University,31,15,16,1338.613506326459,1338.613506326458,1423.6521110894842,1323.8710137925557,1530.012304899274,1452.6437349980288,1428.1751754912143,1454.0733519354217,1561.4747034745474,1464.0768443313696,303
Long Beach St.,30,5,25,1338.009244378153,1338.009244378152,1470.6663577657364,1279.1838978429307,1484.825233647705,1544.8541458481266,1431.265443131858,1450.6064794397735,1370.1265504643627,1464.3615948216132,304
Penn,27,8,19,1337.3755460252066,1337.3755460252057,1453.6048108952882,1499.2465907791081,1408.3443610506702,1472.371238212185,1445.910365318339,1315.7997210181427,1460.5591991116105,1612.3360649440074,305
Southern Utah,28,9,19,1334.4818328515755,1334.4818328515746,1368.5912314201098,1339.4945028292552,1534.749754973958,1508.3987130590363,1490.0944225738926,1354.8095152954256,1496.0934341324487,1534.86068498378,306
Fairleigh Dickinson,30,10,20,1331.7745188231193,1331.7745188231183,1420.7770995755777,1481.309077042015,1366.4591168271697,1482.1183562850017,1468.720527133661,1498.0739080510339,1363.0001888609734,1503.4206596143242,307
IU Indy,29,7,22,1331.5766956805176,1331.5766956805167,1444.0608188652886,1619.1423230337011,1497.263747877071,1487.8436775216737,1285.6306914456425,1428.0101954315098,1409.9819313380212,1473.395649971472,308
UMBC,29,10,19,1330.264807015421,1330.26480701542,1603.9917822568855,1539.2225433912158,1172.1867264125053,1456.8542098207756,1343.0588015290093,1473.0460859506616,1348.7625174834754,1555.8403230807285,309
Howard,28,10,18,1329.5325497610102,1329.5325497610092,1534.4045853659125,1358.054644611623,1410.4439683861283,1496.9091952884373,1411.5123883521264,1432.896492718345,1424.512915403482,1386.7540359793584,310
Delaware St.,26,12,14,1328.8941317203994,1328.8941317203985,1385.1540605837763,1470.904132024616,1534.9414512108954,1516.2746486461504,1361.1078149731848,1594.1315149703476,1415.1774818880704,1394.7820367201825,311
Loyola MD,30,11,19,1328.6869765094916,1328.6869765094907,1437.6817750757925,1445.145374963762,1448.1763967124912,1429.6882783337971,1415.8239772112547,1455.20385929017,1468.0670824770075,1531.8233278931245,312
Rider,33,14,19,1327.909039391232,1327.909039391231,1361.6403528953547,1519.860111862201,1535.7068213464315,1438.6744157475948,1384.09952549557,1417.478921487361,1435.6644409507405,1571.038185995269,313
Grambling St.,31,9,22,1324.3027776262463,1324.3027776262454,1361.0940692217514,1485.422999769204,1338.3337009556903,1474.148915131933,1472.5329250022355,1547.1635904891937,1445.1118797524816,1522.8244050445674,314
Oral Roberts,26,4,22,1323.853827751286,1323.853827751285,1448.2218984738643,1512.9023154585393,1341.8256499299055,1511.0372806646085,1397.5409716229442,1364.2808468746687,1434.6688470900247,1406.211959245875,315
Saint Francis,31,13,18,1321.8466092956005,1321.8466092955996,1512.6422752390522,1415.9521637225273,1344.7390075869941,1320.7332976424639,1444.4172589169486,1425.5846750523187,1424.7000516940866,1561.282447388582,316
Holy Cross,30,11,19,1320.7679191097325,1320.7679191097316,1541.4625516753501,1440.268982875791,1304.2212536136801,1335.4835888914479,1403.0576769177844,1309.8388275260595,1485.9579008836736,1608.4364677792237,317
Louisiana,32,11,21,1320.5581584411486,1320.5581584411477,1354.614326825956,1535.0788822982408,1384.8635126253043,1423.7844912412374,1423.01516681935,1586.9645698562272,1377.2387997107396,1285.7275922331175,318
Army,31,15,16,1320.2882080658146,1320.2882080658137,1423.5304378053,1583.4312966731218,1367.8441421276264,1385.5860592269798,1413.7432963269407,1412.9142262842768,1433.381557257538,1568.541827904262,319
North Carolina Central,29,10,19,1317.4478446110595,1317.4478446110586,1414.011241636717,1440.7801873015594,1580.842409567156,1550.266651881392,1331.1559531217454,1622.049156212653,1266.855578557156,1400.8103487326166,320
Niagara,30,10,20,1316.3193851842411,1316.3193851842402,1512.3160227108342,1424.383973442805,1287.8759832041853,1447.8577669723984,1352.1703288231495,1437.905744499512,1532.5608245140747,1507.881105970512,321
Eastern Illinois,28,9,19,1315.5583902384567,1315.5583902384558,1305.64818260954,1423.9073696274186,1486.8614938799979,1476.287770679998,1453.1833916460832,1665.6066331437694,1440.281178807491,1365.3004691011333,322
Coastal Carolina,30,8,22,1313.9693386355261,1313.9693386355252,1426.3318138588454,1430.861788093411,1457.8316634460477,1512.2092095350733,1501.9869751391761,1168.8633861854962,1545.1232668305397,1417.744221386023,323
East Texas A&M,31,5,26,1310.8389956016504,1310.8389956016495,1449.9269115336458,1314.052753487832,1431.6160334246772,1379.5269386699972,1382.5567572596572,1643.3153170354803,1381.796757887433,1430.7388758381644,324
Stonehill,30,13,17,1309.474242848801,1309.4742428488,1469.7417303899483,1453.413761164598,1355.7614879031664,1450.6273557323054,1440.3470540334715,1404.8104313038812,1436.828474339623,1450.4974795048913,325
Binghamton,29,12,17,1308.8613932000958,1308.8613932000949,1474.0307633994228,1382.5194136046134,1352.5882549583935,1507.8981986241658,1498.3305865157251,1275.8365791868023,1483.2705147002416,1487.154004122383,326
Lindenwood,30,13,17,1308.012991571102,1308.012991571101,1308.0499501158633,1470.0989372883466,1475.9155027213692,1513.4339478397392,1456.5590661969811,1583.5835652787591,1430.3412979529114,1470.313926086102,327
Florida A&M,29,12,17,1307.211261922715,1307.2112619227141,1469.9870006036106,1411.1828514546028,1400.7971193115523,1543.0235643027565,1430.4407772919556,1391.8982299629663,1448.4861541126518,1390.62432800661,328
Morehead St.,29,12,17,1303.0785996770148,1303.078599677014,1346.86613050088,1482.4019091650437,1494.7085313019136,1537.8788352288007,1458.7339229451172,1354.639582569311,1589.8170501751435,1424.9577428059229,329
Alcorn St.,31,11,20,1300.5418622181323,1300.5418622181314,1349.9249919260672,1422.71949231949,1553.0844562686,1443.7114478175035,1398.3930681452157,1549.898444839527,1400.4495896353392,1550.2587587510372,330
Green Bay,31,4,27,1298.3863955420256,1298.3863955420247,1477.6049546117447,1494.925471307432,1173.8957635046988,1571.4409429725663,1372.9337094787757,1377.8699625645884,1469.286880600779,1455.2185730416877,331
North Carolina A&T,31,6,25,1296.3470037750224,1296.3470037750214,1336.5695009544106,1552.5326370127834,1409.5842687254383,1485.8723329874088,1461.3881534830234,1386.6182103552387,1441.9443609092368,1562.4381445464192,332
Southern Indiana,28,8,20,1294.1155658182358,1294.115565818235,1382.682370001729,1499.7345267529406,1410.5059723508402,1416.072598047507,1421.1492759846603,1432.6040376603814,1416.3331078640933,1426.115845700775,333
Detroit Mercy,31,7,24,1292.6244620146815,1292.6244620146806,1297.2151498647443,1433.0401734977318,1548.0400066087332,1445.4740211348944,1480.6565807273462,1444.2869561896077,1463.0621295524018,1401.0861398072918,334
Stony Brook,31,7,24,1289.05592057756,1289.0559205775592,1393.6323372350716,1439.2457461387296,1474.9173480062352,1487.0117139048473,1320.9019808554174,1393.8003283754124,1449.2208382174167,1561.0618093868673,335
Fairfield,31,11,20,1282.2286205633886,1282.2286205633877,1341.5324302980353,1567.0969689188487,1411.3978313571656,1382.8719693825303,1364.0305165267341,1512.3829732424992,1447.351034304983,1479.0876336087247,336
Sacramento St.,29,4,25,1280.438921608051,1280.4389216080501,1377.2871552083632,1339.6247958455037,1471.825664000188,1422.243135685394,1378.4128860933417,1485.0473574366024,1558.4194527124073,1379.8861026671987,337
Morgan St.,28,10,18,1276.743266428865,1276.743266428864,1372.6181937931863,1513.1460639603933,1557.1680236203051,1499.7498104410643,1397.1604564273005,1456.747333711933,1280.0670542450587,1427.987525183723,338
Mercyhurst,28,12,16,1272.6335900278516,1272.6335900278507,1406.5216470556059,1530.915829264211,1255.2641711106935,1434.8709952235647,1329.6809955291858,1590.9363762648331,1316.8621204305473,1377.2458191540065,339
Western Illinois,28,9,19,1272.3338863514787,1272.3338863514778,1447.1762700779464,1469.6994899706053,1411.0007677010758,1373.5179346448708,1427.0010470074503,1342.5710852624404,1405.4678762918836,1526.9553069663486,340
Wagner,26,10,16,1270.1992701958013,1270.1992701958004,1264.398174697531,1403.8580205719268,1495.735982326871,1418.117451289418,1448.5612422554595,1501.6691016093255,1545.2821407666484,1324.3422478892057,341
Central Arkansas,31,7,24,1267.6387639452528,1267.6387639452519,1373.456673011011,1430.3951006803675,1443.51177474411,1432.774882812588,1328.7182089898422,1492.0676494577242,1454.2299616944001,1656.7797549835163,342
New Orleans,31,4,27,1266.0694861983063,1266.0694861983054,1369.8476025284149,1487.9824241073218,1538.164715534607,1502.763465147873,1380.626439600448,1456.6091712994164,1383.063536614578,1587.559826730076,343
West Georgia,30,5,25,1264.3795141274961,1264.3795141274952,1363.839948455146,1515.1777792356363,1387.6535246949004,1460.765841239719,1341.185480917861,1488.6299978711165,1487.0275631030627,1407.7616190854455,344
Bellarmine,29,3,26,1262.343566692875,1262.343566692874,1542.4819314016913,1466.24169790674,1223.4484053104015,1390.0788401263412,1261.372535774687,1424.7688496994456,1470.4229374174386,1428.5512012329843,345
Buffalo,29,7,22,1258.4857971459296,1258.4857971459287,1394.7583672288717,1379.2304047707762,1365.134859651996,1512.3287837796856,1369.608146605242,1483.2018278577968,1471.48543972086,1530.4349218721609,346
USC Upstate,29,3,26,1257.3359259194226,1257.3359259194217,1445.5664725746074,1398.7908574464393,1382.1465988284524,1447.5750965032707,1352.0349726524353,1454.0545041317253,1462.708193881585,1469.8035202862436,347
Western Carolina,27,5,22,1256.0226169804168,1256.022616980416,1330.4133976428905,1429.537223442048,1386.367013086202,1370.723329981329,1507.2042682299618,1320.9293303424947,1523.8045468859345,1468.3547513179794,348
Louisiana Monroe,30,5,25,1254.0439019381895,1254.0439019381886,1321.6323105481958,1498.223990859087,1441.7906213006193,1431.3493892475594,1373.3015262690606,1424.739785649683,1458.3312505013616,1634.3857392997936,349
Cal St. Fullerton,30,4,26,1240.4056558013058,1240.4056558013049,1321.411501152616,1319.9160108532976,1429.721141082039,1595.306929111986,1419.8351941712874,1386.7974369136193,1544.3696623158178,1480.795096057677,350
Northern Illinois,28,3,25,1236.5419492368512,1236.5419492368503,1340.8483019782004,1553.8066286865876,1184.564447503638,1459.344615869784,1405.995462669083,1485.301361894878,1455.740277801905,1301.2116049972362,351
Le Moyne,30,7,23,1234.5141252384444,1234.5141252384435,1501.2861092535227,1367.8339775716966,1374.7862712030299,1578.2077725156782,1330.5158436062422,1429.478941832153,1341.5087604283378,1365.4514339165803,352
Stetson,30,6,24,1234.4130108729644,1234.4130108729635,1439.7834331060515,1417.7563859485333,1328.245278648224,1518.2093704090819,1417.5329521667843,1322.2131919334795,1366.6479071220483,1556.8210743053878,353
NJIT,30,5,25,1224.6821996188344,1224.6821996188335,1294.155629349155,1454.6005821948684,1400.9697441098033,1394.6724667209858,1491.5673902685878,1319.708995208717,1391.1046879837122,1386.4842395070498,354
Prairie View A&M,31,4,27,1211.4728375874606,1211.4728375874597,1399.2076183000856,1556.5077610045562,1298.841718043355,1497.4877751032816,1294.2788694245799,1608.601050424064,1244.9523486616622,1381.3288865443083,355
The Citadel,26,1,25,1204.3031065825649,1204.303106582564,1354.456835921945,1365.3545491657599,1429.0026104471474,1479.9874024190096,1377.2510854642962,1398.8715892784555,1421.723031185561,1474.8774107228528,356
Canisius,31,3,28,1200.496696423834,1200.496696423833,1499.738587696715,1468.0060028953048,1154.1133907662204,1335.737005489744,1276.910375595348,1446.2507075403062,1360.361093572106,1491.9747041392575,357
New Hampshire,30,6,24,1194.9856329490071,1194.9856329490062,1363.5442893842192,1368.6825700376598,1386.3736985610324,1397.8098278244665,1394.126177380595,1481.7669219923769,1361.8957561114835,1444.3241511113883,358
Maryland Eastern Shore,27,2,25,1190.6687303604363,1190.6687303604353,1334.518356024229,1445.4268973138935,1383.163072069457,1514.552154227812,1346.5427337896224,1406.9082026468843,1420.431979001543,1395.8563490647582,359
Alabama A&M,29,7,22,1177.2731570073897,1177.2731570073888,1277.0920719017927,1291.6627928694836,1545.3516381025634,1545.3369832403,1317.3656421244357,1645.2563867913952,1326.324839704277,1258.7742807420636,360
Chicago St.,32,4,28,1176.011880688904,1176.0118806889031,1316.2965992652312,1436.5743770418655,1289.5664411758924,1370.6371982585968,1379.6816074520755,1527.4365292561945,1351.8237216571683,1410.40016656936,361
Coppin St.,29,5,24,1170.6698521024832,1170.6698521024823,1262.3505094766385,1338.4166039275701,1353.196654377143,1535.8250059091154,1341.4514412437213,1636.4082331303741,1379.1793491854085,1459.2691605726695,362
Arkansas Pine Bluff,29,4,25,1119.9957114583074,1119.9957114583065,1449.8144018810412,1395.1259549184126,1346.1139269149255,1472.7151717515926,1267.356525797363,1471.7945778820736,1348.4589390628062,1368.0412239390143,363
Mississippi Valley St.,29,1,28,944.0456739849438,944.045673984943,1229.6718656900125,1222.5227321811935,1269.5849624825894,1443.8634841961364,1269.4176856385016,1395.1978784852583,1267.3986909694245,1416.1910149817643,364
