team,games,wins,losses,super_elo,mov_elo,off_efg_elo,off_tov_elo,off_orb_elo,off_ftr_elo,def_efg_elo,def_tov_elo,def_orb_elo,def_ftr_elo,rank
Cornell,9,4,5,1540.6095170045983,1540.6095170045996,1773.7480080048742,1428.220370647081,1457.5155660015532,1480.8284340318835,1419.4989611658157,1456.9399641164382,1509.1872487438925,1455.036274620622,136
UC Davis,7,4,3,1540.5831271997606,1540.583127199762,1631.4443731323354,1349.639044599288,1464.8726340639862,1548.359341430881,1473.5120534036826,1614.748429330623,1543.2225026169945,1525.4130742831178,137
St. Thomas,10,6,4,1538.9803726565374,1538.9803726565387,1641.8857520871961,1548.4962806106646,1213.9142741368084,1367.5091634032608,1497.8270630590685,1609.6778295203846,1554.6334752384537,1565.3162882311785,138
Southern Illinois,8,4,4,1538.2715469094974,1538.2715469094987,1540.152607280511,1635.5216539340772,1562.4024529258984,1527.9865931506686,1497.1960340323162,1497.2380447091962,1515.57535460344,1589.718489198199,139
South Dakota St.,8,3,5,1537.7076508787777,1537.707650878779,1513.5141149664844,1463.1829135346532,1475.1167056033212,1546.883849872182,1514.0046819917648,1546.5621479597517,1700.43820060603,1435.395966283897,140
Bradley,10,6,4,1536.4564723847234,1536.4564723847247,1454.7075050680253,1548.4452966688805,1350.5585541832636,1516.4164673184666,1495.9741643484986,1741.953901669723,1498.7356941357195,1423.4996946747674,141
Colgate,8,4,4,1535.979339712124,1535.9793397121255,1645.3221689940465,1583.0226732929295,1314.715005341019,1311.1342739158233,1583.6235088435328,1390.0312219123475,1516.2247939907052,1539.0203397166856,142
Mississippi St.,9,4,5,1534.174218914622,1534.1742189146235,1517.3852827407313,1591.6137839575272,1443.3196855915128,1426.6019228825628,1603.119404398588,1269.142054945283,1526.8871684764902,1680.9158215134316,143
North Dakota St.,8,5,3,1531.1331706854644,1531.1331706854658,1368.824428246633,1531.2742329054372,1594.5955585948036,1439.9411071218876,1528.5006597295192,1615.153779232562,1532.5020941430935,1611.4465835128346,144
Toledo,8,4,4,1528.5659146187245,1528.5659146187259,1634.3460156697333,1485.5518274219487,1557.7840617696913,1430.4386313552043,1333.1901522905919,1640.9715230985069,1402.1612514042672,1733.8303267627712,145
Minnesota,9,5,4,1527.7343734613837,1527.734373461385,1471.3029414562411,1460.4837809745666,1604.179782335043,1767.3140962017637,1505.1712009446119,1434.3588595042304,1687.8889781322207,1518.1234498853428,146
Marshall,9,5,4,1527.305177227632,1527.3051772276333,1616.7204575381957,1375.099080135105,1522.0291424555526,1408.3732272038362,1574.0325567173506,1439.9086566416067,1589.0904079738264,1298.0043267854949,147
Youngstown St.,9,5,4,1526.0967542121484,1526.0967542121498,1575.9565813211334,1388.5157310034283,1485.9059248965102,1434.7910509723763,1561.7825067239296,1636.3430637480633,1448.1381196416112,1450.5034612566044,148
Mercer,7,5,2,1524.2857732235382,1524.2857732235395,1546.8538835462816,1613.5382119800202,1530.4021809954713,1517.8556668261874,1487.9643670118978,1581.6344823698112,1413.5981473634713,1584.4859173651662,149
San Francisco,9,5,4,1523.7135320357586,1523.71353203576,1542.5253942898776,1463.7147814967166,1599.1914620517207,1522.9169187209968,1580.8959160810543,1352.782509292385,1462.587631440216,1634.4615268643283,150
Loyola Marymount,9,6,3,1522.5487953545767,1522.548795354578,1484.5710980036965,1422.8280445182904,1455.7581173332098,1275.050752279077,1620.7156688467037,1546.5311192700337,1473.5318483754124,1534.4321940260986,151
Elon,8,4,4,1521.7412986322681,1521.7412986322695,1633.241519886749,1562.1021575795407,1663.4575976641756,1520.3994941350438,1424.1348523303866,1349.5656630887024,1487.3449855839053,1500.944206843236,152
Texas A&M Corpus Chris,6,1,5,1521.4174266912808,1521.4174266912821,1323.033386216844,1620.356058251407,1410.5926709912844,1526.9232290963066,1559.538423893864,1600.6736418948685,1652.512330509244,1403.7835241722287,153
Quinnipiac,9,6,3,1521.4163390195738,1521.4163390195752,1519.3298796409879,1474.1155134692276,1509.889948916873,1452.2848757395689,1546.4027491054258,1472.9909229210975,1378.3879453507382,1626.2343168276009,154
Troy,9,4,5,1515.5891727899634,1515.5891727899648,1495.206360238683,1458.8799648709762,1500.6595980830105,1679.5835762909594,1569.3025882123075,1487.255994655779,1513.245039660254,1517.5251279400418,155
Kent St.,8,7,1,1512.7098117163457,1512.709811716347,1622.1981939667355,1413.0394512584699,1548.0866542038073,1768.6932263243891,1391.5050677994222,1412.5856011360588,1489.4791069410714,1444.866091365704,156
Norfolk St.,7,1,6,1511.2075946798093,1511.2075946798107,1457.2219468849858,1475.0124504590349,1576.6555395080807,1398.4620708818723,1673.0073970291696,1494.1057490126996,1524.9093133089523,1301.7501645476632,157
Davidson,8,6,2,1509.5936873120934,1509.5936873120947,1626.3264247154175,1487.2140510614688,1361.2842037039602,1551.8220864180455,1453.2286701604507,1519.672503130363,1442.2556792660632,1479.1269104953865,158
Pittsburgh,10,5,5,1506.0970255694035,1506.0970255694049,1451.4714001536909,1499.1208602616337,1609.7838995294414,1474.0685647370917,1516.5485591609604,1355.761604509676,1496.40718287881,1572.2516806931876,159
Utah,10,7,3,1505.9856763584824,1505.9856763584837,1531.318770229439,1545.9651210675877,1487.5986519092617,1548.5894347844967,1467.4263223060389,1351.0167151811304,1498.8937852426081,1469.753873436367,160
Siena,11,9,2,1505.0073366799052,1505.0073366799065,1462.1480070883624,1474.754691335541,1539.574460781883,1542.4313189070879,1508.9511919008767,1575.126700471851,1486.1590278713218,1575.0898622695343,161
Iona,10,7,3,1504.1547850863615,1504.1547850863628,1566.6237255136473,1514.730589747891,1336.1766388813287,1482.850662234933,1543.7457916960911,1449.78921169325,1349.6845798795116,1591.0774711057807,162
Tarleton St.,7,3,4,1501.1883226500306,1501.188322650032,1568.3179609277336,1366.1036264132445,1635.4650567367246,1671.1478656933946,1298.5979754060631,1787.8697152733512,1368.3731393168391,1365.2956330240806,163
Weber St.,8,3,5,1501.186425678251,1501.1864256782524,1563.2094772544049,1517.6691696693902,1533.678512745628,1494.7683945824613,1497.6512439459677,1368.507200569953,1603.4745307783671,1488.8417494561002,164
Vermont,9,4,5,1498.4354782185562,1498.4354782185576,1634.84130996246,1610.8487029417254,1350.1870972830386,1435.3874759090784,1418.7608695045074,1312.4213197352522,1628.760215752911,1445.9071477708699,165
Arkansas St.,9,6,3,1497.4568527717852,1497.4568527717865,1474.2851711659468,1346.0852793928036,1652.1511075217604,1579.5398222463884,1478.0807958347245,1381.6574735939625,1625.4049703645392,1401.6913539886862,166
Queens,8,3,5,1496.4130752397698,1496.4130752397712,1647.0064644105526,1486.8791250163467,1526.0655037456193,1438.0235175310024,1515.0784084430338,1201.029182838856,1410.0308171313845,1502.5697271777742,167
Furman,8,4,4,1495.9566361195514,1495.9566361195527,1605.3756396642252,1336.509950262433,1528.9227823770755,1443.0859662605903,1518.665053928834,1334.6316864648468,1559.7010077379543,1656.385313961974,168
Marquette,10,5,5,1495.1739673525085,1495.1739673525099,1353.3138918509892,1651.1099958451791,1534.9291656459536,1539.3828313930658,1435.4818785016505,1628.4376157366642,1566.0096351384989,1544.1193605273588,169
Oregon,9,4,5,1495.1287283433455,1495.128728343347,1417.8540256633376,1397.5593782001572,1698.33987244968,1641.8261430565628,1496.3513261930125,1427.298818469499,1470.7680919073885,1621.2603835802777,170
UC Santa Barbara,8,6,2,1490.8677355658772,1490.8677355658785,1546.6894721048084,1572.3634173321304,1576.3826912658012,1637.680836095077,1319.0773178363734,1490.0549017107155,1562.308115032099,1263.6072038364262,171
Fresno St.,9,5,4,1488.7864140000781,1488.7864140000795,1532.3998035105442,1341.3089448450764,1411.6630458804,1434.8063906976333,1502.5604731011676,1647.9854443106142,1496.4047284070864,1514.4957615962621,172
Northeastern,9,4,5,1485.0859310730932,1485.0859310730946,1459.1255549221673,1377.1337612065602,1486.5681539129785,1487.2621365219477,1581.923863312965,1622.216615773989,1492.953632165807,1419.6515344024492,173
Robert Morris,9,5,4,1483.5387167090396,1483.538716709041,1511.3392190196796,1446.4570800291365,1697.3007293413534,1344.4762954452442,1572.9281837614913,1480.2119050385961,1471.1789234312803,1283.4795773043707,174
UT Arlington,7,4,3,1482.0152972346875,1482.015297234689,1459.3713219784058,1227.7672871538482,1730.7817403460883,1525.6534356299255,1606.6737440909023,1567.3533917595441,1538.1823923786226,1455.2739117600536,175
Incarnate Word,6,2,4,1481.7526176435151,1481.7526176435165,1451.3792150530182,1737.4599559532978,1542.5068978544139,1561.1556607866853,1426.0711475877933,1482.254180729587,1426.3379223962309,1307.8123996763766,176
Eastern Michigan,9,5,4,1480.975367946816,1480.9753679468174,1446.4898342654699,1438.2517098520325,1458.4888749362242,1450.6816086292226,1503.6703332173554,1568.4667136642481,1553.2199036199195,1654.0468650329578,177
South Alabama,9,7,2,1480.9424315078174,1480.9424315078188,1538.8697641901292,1710.3046079386945,1390.5894653415937,1607.0173287968091,1478.5033961329477,1503.8336416231432,1498.983671344439,1821.2145639948303,178
Stony Brook,7,4,3,1480.18005232114,1480.1800523211414,1530.4808658016625,1597.9342354082921,1375.243395833062,1398.5647781345951,1485.4090439457937,1496.3029208980906,1440.248270306067,1302.0201365087964,179
Tennessee Tech,8,2,6,1479.8796935837793,1479.8796935837806,1615.5685715849365,1424.19606607812,1379.4003361974446,1467.3534047640114,1488.4105381522781,1567.6872624225464,1583.183500805216,1499.9475164176959,180
Lindenwood,8,4,4,1476.9830982592682,1476.9830982592696,1403.5329746147975,1488.2163652884012,1577.8241890738686,1597.1706866422621,1532.9093604003926,1530.8944363915468,1532.3693178914675,1425.3986889579046,181
Buffalo,8,7,1,1476.8603575397526,1476.860357539754,1536.5375735839502,1530.2044406832954,1364.975903930833,1821.5983947148127,1379.4936979314211,1594.0305631815413,1463.4467360273832,1562.376044022918,182
Old Dominion,9,2,7,1476.637885971951,1476.6378859719523,1485.727920191523,1582.9634767598789,1452.4109866429542,1397.8836528971203,1557.8755210991399,1375.9065468147146,1471.1243155733698,1421.1114275678017,183
Cal Poly,9,3,6,1476.1828448054166,1476.182844805418,1540.1911307676544,1243.007404842331,1529.3118344677762,1573.6112000377775,1532.3258954444625,1499.9857508839043,1580.5079671727478,1492.2505732070376,184
Marist,7,5,2,1476.0327482629862,1476.0327482629875,1364.3347690575802,1256.5437169075599,1413.5002065194528,1321.8564024577092,1768.2466312901238,1614.4703284664397,1458.633225618047,1297.1150409101942,185
Northern Kentucky,8,5,3,1475.1118193730924,1475.1118193730938,1465.8864212873693,1404.3306600161661,1601.0230253718792,1435.9194193337896,1361.7601687070837,1732.0192659306852,1473.5648879280034,1279.4810190927174,186
Denver,9,3,6,1474.9842842201915,1474.9842842201929,1640.2283564705765,1598.4710167582155,1551.522655150211,1499.6793026847217,1363.5156656110603,1398.9610945197717,1388.8638177837875,1443.2283823017037,187
Portland St.,6,3,3,1474.9520295990285,1474.9520295990299,1528.8223148571883,1365.7471535880222,1485.8983727780762,1507.655606981876,1552.5961780376238,1582.9933988344644,1571.8266362805477,1435.4737126907696,188
Maryland,10,6,4,1474.8905064207117,1474.890506420713,1374.0969070983772,1444.3414057014984,1542.2783961459938,1718.928292560461,1438.8572251262933,1637.071526147029,1505.9527533234836,1626.5861826089922,189
Duquesne,8,5,3,1474.0391039885615,1474.0391039885628,1592.869526817155,1325.4199612541056,1464.5746568513973,1542.3282524013182,1503.245216920429,1455.1804224619455,1485.9808587738623,1283.5719780689924,190
New Orleans,9,2,7,1473.491325833547,1473.4913258335484,1496.9578155783438,1415.033691823661,1604.4746840179557,1590.0620981324637,1601.256683755892,1369.0195287073498,1416.3007090088706,1408.734030059812,191
UNC Asheville,8,3,5,1470.9043832567756,1470.904383256777,1602.811833811456,1342.1815742647914,1483.852166076593,1573.7539328520322,1537.3769728224859,1494.2100451410204,1400.6075821589498,1551.863455953916,192
Southeast Missouri St.,8,2,6,1468.731855892024,1468.7318558920254,1498.9255142526033,1567.857589570347,1528.8262536717732,1402.5802309979647,1406.0172199097503,1642.1837635523075,1631.3201735731275,1220.382833208485,193
UNLV,9,4,5,1468.502796256739,1468.5027962567403,1484.0794068332375,1546.3192328204702,1543.1196070597052,1672.808409540542,1444.9031021048634,1543.3142776956327,1442.208842871307,1294.6164510546907,194
Hampton,8,3,5,1468.4129826118428,1468.4129826118442,1492.4604284416307,1440.1469724339865,1631.972979521037,1660.1767776019024,1500.9079956792843,1484.5244309610719,1459.7435695408085,1390.0795995399099,195
Charlotte,9,3,6,1465.4741130126233,1465.4741130126247,1506.31090391424,1421.0124661662896,1664.6379066153543,1526.3367991859416,1484.32764872284,1404.7771653129216,1457.2484262402302,1294.057024417143,196
Rutgers,10,5,5,1465.3815054197726,1465.381505419774,1423.0255732171272,1455.9192872966437,1582.9320551623655,1550.7847376637442,1481.6117944270502,1446.0068309623532,1424.6903888837771,1659.297137836677,197
Tennessee St.,6,2,4,1464.7753460619854,1464.7753460619867,1345.4141212127226,1479.6841023196112,1668.9190143835324,1503.5047479512625,1493.5830094597918,1643.328107522762,1583.0661986457246,1288.6570259839914,198
Boston College,10,5,5,1461.4157250169544,1461.4157250169558,1283.1218516125982,1485.1986676899724,1499.1887794560446,1474.8882425983618,1671.0783075917896,1386.4886981044642,1525.3548018166016,1562.6729261613875,199
UC Riverside,9,4,5,1460.870543046594,1460.8705430465955,1611.5462560183378,1510.4546008327468,1377.16607343731,1581.6565639070266,1479.7620782157892,1294.5297236260512,1568.7164052805645,1512.1326738082241,200
Eastern Washington,8,1,7,1459.97250225594,1459.9725022559414,1653.7492066252878,1437.314825215743,1422.4580823547326,1481.206509723539,1404.0279298013206,1489.3192470319095,1553.534652403609,1490.345903945016,201
Coastal Carolina,9,5,4,1458.5232786987829,1458.5232786987842,1372.9124589364453,1623.5241103924366,1373.257900502757,1436.0522642082803,1676.853334739227,1338.2682375382071,1657.3278565455932,1354.3344315101049,202
USC Upstate,9,4,5,1456.864029611518,1456.8640296115193,1501.2563401102475,1457.229658577131,1466.1976268550522,1582.4026841977682,1595.2255219705066,1437.7686022338944,1398.4242048619901,1446.3836714565628,203
LIU,9,5,4,1454.9404397963046,1454.940439796306,1581.8705924230362,1311.7491955508574,1625.2371310652636,1531.62031560562,1513.5937690867386,1620.0034044448494,1269.3833331119731,1500.7055094557568,204
Central Connecticut,7,3,4,1453.963874316016,1453.9638743160174,1469.1168125644422,1666.0033154459722,1384.0496752110155,1454.6111052891508,1522.0495923063047,1318.100369206638,1588.5740534570027,1736.6392060944167,205
Kennesaw St.,7,5,2,1450.8697931742993,1450.8697931743006,1499.3437255134536,1507.519379735612,1549.0593072092224,1693.7683664518936,1494.8510913884768,1390.4053270550594,1544.05234099315,1106.9438844180968,206
Washington St.,9,2,7,1450.5511299705543,1450.5511299705556,1534.6877992616128,1535.7141082884389,1498.5518058940468,1444.9154502260378,1316.7512938419236,1420.0633906724158,1635.724273955222,1518.4560617273842,207
Milwaukee,8,3,5,1448.3963318022854,1448.3963318022868,1488.9671421403061,1639.2201755296805,1519.1396920818272,1505.1770184181055,1437.4721006933942,1473.5820375230505,1535.1007912354796,1467.6846415931166,208
James Madison,10,6,4,1447.8297395717852,1447.8297395717866,1581.27718281662,1626.404456775172,1338.0654959683018,1446.8517203584854,1453.646850667233,1386.042812576305,1536.1521891160282,1385.4658750838348,209
Lamar,6,3,3,1447.4093345303697,1447.409334530371,1321.2825232289051,1551.5203212124056,1574.5686935064307,1292.9588308012358,1500.2389175608218,1734.7991028150086,1447.658075326122,1353.5869162427562,210
Utah Tech,9,3,6,1446.2132678572964,1446.2132678572978,1501.7658040361384,1486.169690445144,1405.522966383908,1356.604936978503,1535.2325328903537,1509.321054543681,1460.365087183188,1614.0332871562878,211
Massachusetts,9,6,3,1445.3751539315972,1445.3751539315986,1440.9183183227608,1269.4463935705103,1556.844767302572,1515.8025631338692,1499.8865006504898,1557.9680669222662,1606.9440552708663,1314.5190720126268,212
Northern Arizona,6,2,4,1444.8996271965177,1444.899627196519,1465.274840779255,1572.2163396474784,1458.0107388091253,1357.1715570540607,1528.4890504754803,1467.676179081609,1481.4798703303697,1569.878660383737,213
Harvard,10,4,6,1443.6837453479025,1443.6837453479038,1593.9798032074004,1425.9413396821496,1401.9021666566061,1338.723593151264,1378.6685284670377,1487.63468638603,1586.8811573602918,1594.9146644657656,214
Montana,8,3,5,1443.3416910412013,1443.3416910412027,1594.5353282323258,1468.2179662706867,1371.181514510377,1504.4544858322965,1458.5437588447317,1351.736258764291,1473.4736148349377,1574.462433614361,215
FIU,6,3,3,1442.1912340967642,1442.1912340967656,1447.5060249202884,1528.5260298580545,1529.293258623744,1505.2083618234412,1565.9006605500738,1691.664324447661,1210.134576490971,1509.1031019264942,216
Alabama St.,8,2,6,1442.0010467211448,1442.0010467211462,1518.43777823337,1564.5723665305827,1470.3977616106326,1483.9501523302408,1444.5535329069633,1612.7393718077512,1385.1531974720408,1475.141335201804,217
Temple,9,4,5,1441.575681146079,1441.5756811460803,1507.2768749288357,1707.6682733944447,1397.4876539369511,1770.421966207541,1328.5837603087255,1296.1215396945647,1601.9372554360623,1560.512676806135,218
SIU Edwardsville,8,4,4,1441.5062895335398,1441.5062895335411,1417.9705306687833,1578.4325049227605,1475.6930486304168,1457.5909356950276,1622.6070717985288,1440.5389022615639,1360.1147664028092,1493.9421453199254,219
Boston University,9,3,6,1441.3845630001645,1441.3845630001658,1720.7270650540436,1489.5147587319548,1423.2819308362525,1434.8734795356818,1378.741012039372,1354.14078563971,1494.7309541071827,1448.7003285266007,220
Georgia Tech,10,6,4,1441.0311683535936,1441.031168353595,1387.098114332755,1434.739310707428,1440.7690851372363,1469.5325604771738,1577.6512393048781,1450.7913007521,1509.970173160243,1542.8440630987131,221
San Jose St.,8,3,5,1440.5784549984103,1440.5784549984116,1439.0323108166822,1406.7450149620645,1670.1243779602003,1446.6177752310246,1391.974776786658,1568.9619044385124,1421.2068013235623,1684.7287638611635,222
Navy,10,5,5,1440.5214464940084,1440.5214464940098,1386.666628020463,1487.5134839980772,1450.6880748403032,1651.5770644936151,1492.6799840161957,1519.8259790248853,1564.9719932539858,1617.6633419178047,223
Grambling St.,7,2,5,1437.6029232434446,1437.602923243446,1486.0349762347173,1386.7134393137762,1387.8984525986962,1687.1262619629272,1489.9015839718645,1698.853413895761,1405.40998129737,1377.6400837455715,224
Illinois Chicago,8,3,5,1437.3969849130806,1437.396984913082,1368.9522555601936,1380.3205664162874,1680.9501191776399,1642.1896107083892,1520.788646657062,1657.7126349789146,1298.3135471640023,1487.4708076793836,225
North Texas,9,6,3,1436.9274112792184,1436.9274112792198,1399.2785619870535,1373.9306221457052,1508.7612293700092,1603.0068532733633,1627.5162245918916,1581.9157256759443,1367.9034777928302,1262.5856294252262,226
Indiana St.,8,4,4,1436.0077877004364,1436.0077877004378,1477.5828687980002,1460.4909823237092,1291.145551079874,1343.2078044645677,1586.6275502093051,1515.8367281427088,1353.6098034055128,1668.6622842290135,227
Charleston,8,3,5,1434.5329105036687,1434.53291050367,1369.7282352786533,1672.2325553055452,1489.9143479374677,1576.5613727360137,1454.1423260294553,1303.9248002839536,1494.860207679171,1570.4737037780985,228
DePaul,9,6,3,1433.636292619102,1433.6362926191034,1417.3136719845884,1441.9406239637408,1438.2894641037053,1658.497054048599,1408.4169922004112,1560.4348175723092,1497.183034222826,1505.9576938415032,229
Monmouth,9,4,5,1431.3748257910966,1431.374825791098,1446.031384170998,1577.3154305619048,1473.5704483749116,1632.8508611460786,1472.3991969095025,1504.6510416894998,1501.5707571140247,1486.1878427956942,230
Cal St. Fullerton,9,2,7,1429.6808314327088,1429.6808314327102,1497.2870810385239,1621.0450608562278,1378.78201636803,1465.3933920527716,1439.8188680430976,1395.6122046199707,1650.120157207578,1394.8052746320077,231
Southern,5,1,4,1428.0440487107792,1428.0440487107805,1488.3708582251109,1538.149072831855,1521.8774418849478,1565.360905375084,1452.9688250632362,1546.8041838395534,1534.6725264177478,1475.6280803568484,232
Bethune Cookman,8,2,6,1425.9642439784884,1425.9642439784898,1394.4076496803648,1773.4659905230117,1439.804037720896,1366.8960007957573,1515.9940330991008,1426.1885322053247,1406.8279535453391,1466.1071570430615,233
Florida Gulf Coast,9,4,5,1425.6321723301417,1425.632172330143,1498.251788953336,1505.9078011123993,1612.3019335137603,1405.8271019953343,1385.7255045321206,1521.9125590381916,1515.4692196685392,1301.2978072306712,234
North Carolina A&T,6,3,3,1425.1948246971795,1425.1948246971808,1461.5818527680972,1362.421569966234,1354.8781251196617,1745.005019507268,1460.384514368481,1461.7861725593352,1649.9146917069627,1442.0404326384203,235
East Texas A&M,7,3,4,1425.0427425940939,1425.0427425940952,1554.6883078890228,1371.4352652624962,1373.6648624242875,1400.773085722218,1425.4548078625824,1601.9079404928696,1492.9401259707383,1425.9566191538606,236
Brown,10,4,6,1422.2311546736864,1422.2311546736878,1418.4860738318034,1348.0442668430371,1470.0742571861842,1334.8718371620264,1603.1319214173247,1532.6398345411908,1432.0187298024696,1599.537768991008,237
Nicholls St.,8,1,7,1421.452607552108,1421.4526075521094,1472.955543544095,1558.7931439546865,1320.438199793691,1633.528737989315,1416.306053632788,1698.653256320585,1452.5988411568446,1436.9325097042317,238
Charleston Southern,8,3,5,1421.2217312504945,1421.2217312504958,1475.9992940752911,1464.5390482058929,1499.7929389751312,1338.2375956732233,1613.283181541151,1246.3145683623827,1542.0564741316473,1505.475478481439,239
Wagner,7,1,6,1420.263901078436,1420.2639010784374,1563.0605095782557,1385.2540676513004,1570.6154694092945,1491.9694314279106,1560.2737685508341,1448.2984111047856,1384.9328597444876,1354.4511340598192,240
North Alabama,7,3,4,1419.931366517382,1419.9313665173834,1405.3506843048422,1464.1957509146798,1644.7219648112891,1486.6543514385446,1531.5442475655807,1426.189847667098,1392.0803288069405,1612.1763608409292,241
Ohio,9,3,6,1418.680576151176,1418.6805761511773,1504.3578268964663,1505.6426816118328,1489.481858342407,1481.7745450661012,1418.517596765235,1426.564914805597,1407.28665146735,1576.4969530470476,242
Green Bay,9,2,7,1416.6647445843785,1416.6647445843798,1509.9423542013812,1599.9719867446697,1310.3990626777302,1669.9455901712392,1476.2414847606567,1264.3906192843524,1539.256091036231,1425.9599785767223,243
Houston Christian,7,3,4,1416.6222139119038,1416.6222139119052,1558.850848872511,1629.1593851553434,1352.5829382227557,1503.6634444783633,1351.653982922481,1533.478370298646,1568.8364230691957,1674.9353835696859,244
Central Arkansas,9,3,6,1415.838639394676,1415.8386393946773,1445.656273799504,1495.1217640200948,1348.3901415679702,1394.7113071517433,1521.881348984811,1509.1331184269632,1630.1016931863421,1591.0909436012817,245
Valparaiso,8,5,3,1409.709267899473,1409.7092678994743,1315.7358425830607,1536.2044824445477,1544.9292603408046,1543.6996942085145,1562.952707821998,1578.8632507480525,1438.2553831655325,1474.2435796762143,246
UMBC,7,4,3,1407.223360640887,1407.2233606408884,1498.3182599871955,1478.0727949647978,1398.0133001615848,1393.6926336267245,1442.53060297124,1369.233393759938,1583.264880926971,1778.2486437259004,247
Western Michigan,9,5,4,1406.3421181478627,1406.342118147864,1559.342406180281,1352.47811265012,1439.7618213636645,1399.3492677350425,1451.9002394047784,1335.0234787950512,1551.307646842886,1485.219881508316,248
Campbell,7,2,5,1405.8601362132972,1405.8601362132986,1398.2328315173163,1399.8828777423905,1642.2162660186464,1783.1081388172381,1479.0696924133763,1405.526192972209,1559.5543960500902,1509.8877315432192,249
UTEP,5,0,5,1404.9634052156277,1404.963405215629,1455.0337638131414,1586.6087503549843,1278.8745578232108,1350.4071732521072,1478.1894864151807,1733.4055231292614,1237.6526982154326,1299.0277867671775,250
American,9,5,4,1404.6648511520061,1404.6648511520075,1459.566678719422,1528.9770046069334,1262.6892638279235,1465.2722598046882,1389.3140884233094,1554.6898137928083,1565.06522176962,1239.5068629053558,251
Nebraska Omaha,9,2,7,1404.185063587644,1404.1850635876453,1532.8198004537694,1454.9842432792038,1429.2592893906756,1513.397398617846,1479.0658558522505,1392.3639938256492,1497.90008733464,1526.6035399464322,252
Holy Cross,9,3,6,1404.0153457537576,1404.015345753759,1567.666735676117,1457.0421714062809,1227.8613790481368,1431.8461088717243,1417.1886448332139,1366.0761330973166,1705.9660829738998,1663.7156974632762,253
Wofford,9,5,4,1401.6300716085336,1401.630071608535,1332.9399100078815,1633.03735015024,1417.152707617042,1588.1574374533582,1534.6490583146212,1358.5893972944652,1523.2492809681394,1614.3039127916468,254
Oregon St.,10,5,5,1400.7180778127095,1400.7180778127108,1503.7662575448076,1415.6097517081203,1349.9461668332262,1585.1867293607747,1488.7547503982605,1338.9903865552044,1411.802497742288,1504.9536301439473,255
Samford,11,5,6,1400.2735841825252,1400.2735841825265,1421.015762354922,1709.5275659965505,1381.960174530746,1552.2846188946062,1442.205764027694,1388.3839657810533,1568.2243292218934,1626.4771837929795,256
Bellarmine,7,2,5,1396.7172951700793,1396.7172951700807,1693.2722206739027,1486.9419936838765,1095.1201575716573,1595.1536036943871,1272.48446374432,1595.480105807967,1376.5844760076577,1470.369515678763,257
Abilene Christian,7,4,3,1396.2394473266322,1396.2394473266336,1436.9561644524574,1318.840587012776,1657.9750874959877,1468.650082856836,1420.7789030318022,1627.4175852688597,1607.892182512743,1069.5042877140068,258
Purdue Fort Wayne,8,2,6,1395.9431434406104,1395.9431434406117,1546.407647474171,1547.8168355661423,1425.9179523150176,1301.8691586088582,1296.1340436466437,1687.5762973539474,1381.560210066164,1628.4853379219467,259
Georgia Southern,10,5,5,1395.8283665912013,1395.8283665912027,1476.9597947100756,1607.578405819493,1388.6674368676415,1582.3590344383651,1447.570713629119,1585.371306564572,1393.1642848963716,1401.2414723259783,260
Portland,8,4,4,1394.6738300637865,1394.6738300637878,1577.0263856620988,1281.756419456728,1427.8420166139329,1417.0509900227114,1489.50707650844,1440.4172756494938,1481.173604926383,1515.800504303727,261
La Salle,9,3,6,1387.6001704359212,1387.6001704359226,1332.32862723134,1340.3891228893267,1648.3216540760532,1512.841868890074,1430.3293296835777,1536.9728387263979,1464.0620374295695,1751.6487495256545,262
Presbyterian,10,4,6,1385.745685143244,1385.7456851432453,1410.3534360935867,1334.1347921763756,1645.707184920998,1569.5555417255234,1503.2340240313501,1474.6766649506467,1453.9389008072326,1515.9723427691847,263
Louisiana Tech,6,3,3,1385.4952163481578,1385.4952163481591,1352.2703217586602,1558.1286767965748,1465.2154332495968,1373.661373371041,1575.0837518634467,1444.5935380481167,1482.5465547975355,1537.9483822183076,264
Rice,9,3,6,1385.3156755015425,1385.3156755015439,1383.157362823237,1435.499413769294,1565.9751307952479,1429.916741491358,1513.7184446640476,1428.004481344698,1518.5416018004264,1419.055751509129,265
Fordham,7,3,4,1385.0849218468493,1385.0849218468506,1444.2149414022235,1516.8599372755443,1458.03788856451,1339.0869430986866,1559.3795877121772,1317.0983024333846,1478.3145913032686,1592.9278332660406,266
Alabama A&M,7,3,4,1382.794843627669,1382.7948436276704,1421.1391742664118,1474.2907242069127,1448.0349878532159,1452.92580974715,1447.5058693800015,1569.8334358515074,1512.4421472820725,1420.0371986212745,267
Prairie View A&M,6,1,5,1382.0476143571957,1382.047614357197,1350.8049840631743,1640.8597819428373,1291.6746769611084,1564.702778982328,1423.8244261161935,1651.6134785950358,1436.6167060970504,1327.102176602055,268
Sacramento St.,7,1,6,1381.6523250062032,1381.6523250062046,1279.8908954394835,1496.7963206456602,1543.658609257748,1611.289683996737,1507.2236589126087,1486.8240053614597,1489.2869761243298,1539.4924943151937,269
Long Beach St.,9,1,8,1379.9104603777384,1379.9104603777398,1437.726887006847,1536.9185751398086,1487.7797258450962,1330.311073911807,1422.6458960831587,1537.1247914956732,1573.8103600868849,1267.2209373311503,270
