team,games,wins,losses,super_elo,mov_elo,off_efg_elo,off_tov_elo,off_orb_elo,off_ftr_elo,def_efg_elo,def_tov_elo,def_orb_elo,def_ftr_elo,rank
Houston,9,8,1,1790.5090244378237,1790.509024437825,1486.2114608568065,1612.6192232206824,1690.3894363726797,1268.048989727225,1707.532423510008,1684.7632558887105,1509.9491977980408,1418.9520215473722,24
Clemson,9,7,2,1789.8710086163046,1789.871008616306,1557.5156377622463,1718.713386687569,1605.1485743241483,1615.8636073128891,1595.0828129985434,1441.4439697633939,1680.3208788178108,1474.2661044590404,25
Tennessee,10,7,3,1789.6027249641434,1789.6027249641447,1570.9173502156448,1438.8698872267319,1844.845811296007,1466.1116074021115,1651.5411232249965,1493.7108533802689,1569.5873956842802,1463.7861871664138,26
Saint Louis,9,8,1,1787.5689011535012,1787.5689011535026,1616.8230898066718,1497.6673475535633,1678.0753232139632,1415.9336126899113,1646.3845479267275,1489.9560259912437,1676.970113969693,1352.816876110471,27
North Carolina,9,8,1,1776.4935619876667,1776.493561987668,1575.6014961790338,1553.3632450746231,1665.669525470043,1599.103486799209,1656.0703704856965,1354.5135491463,1602.3661332318238,1680.8218760999935,28
N.C. State,9,6,3,1768.0441058294125,1768.0441058294139,1727.7213937031229,1637.8464443431901,1480.9192614016774,1510.5820183846283,1395.449339502754,1648.3497521041318,1649.2230455319182,1390.6361755539838,29
Utah St.,8,7,1,1760.6096353312726,1760.609635331274,1606.232424075408,1578.1021782384826,1505.6547544309215,1462.185764328451,1614.6287902928757,1825.1851043159734,1469.9659031032031,1420.6698311251603,30
VCU,9,6,3,1757.3547831248056,1757.354783124807,1535.2084043011234,1560.043540137225,1566.5811315830365,1591.0302462037039,1612.122692099088,1645.4761291061689,1475.5054027421918,1436.9845027796914,31
Boise St.,7,5,2,1756.104813723274,1756.1048137232754,1460.5287085112834,1519.1033709835237,1630.4152276344537,1624.999136878925,1613.4763148123222,1495.9173793901787,1775.8304459947306,1540.561380868379,32
LSU,9,8,1,1753.921025793781,1753.9210257937823,1642.3404664740192,1605.2857655231153,1531.0599886550933,1616.3296636484138,1597.5501408074228,1340.2653836044624,1607.2593258186046,1610.2397352380654,33
Auburn,10,7,3,1753.2666734417076,1753.266673441709,1650.9092722534629,1643.3700389208939,1670.658757744322,1645.2312545325403,1524.9017431771244,1574.9944395577445,1463.8097735689837,1624.9870904166692,34
Akron,9,7,2,1746.8971396483105,1746.8971396483118,1741.4476206656948,1616.7948127968825,1569.1629904194185,1442.9532154067022,1511.9475370857801,1577.8457068465625,1342.424724312976,1604.5814649852282,35
SMU,10,9,1,1746.6057537292065,1746.605753729208,1543.784541817408,1589.6714043450663,1559.8152712398944,1538.1615802131737,1603.4448042911833,1551.7858162136058,1522.3642193991857,1546.5629842373542,36
George Washington,10,8,2,1746.4683323450288,1746.4683323450301,1717.6976583275073,1515.4481182545344,1582.594804800625,1662.0277276906797,1517.4332104221578,1510.3919014130456,1560.4373211761772,1541.2020071203012,37
Utah Valley,7,4,3,1744.2181200228604,1744.2181200228617,1751.994907542336,1396.2957090597758,1619.6173533702172,1489.6059760345538,1606.0780774986274,1620.825839273313,1530.128369633859,1538.9164488572023,38
Saint Mary's,9,8,1,1740.2186126369752,1740.2186126369766,1583.1098177159756,1429.8182765431222,1675.1405772992343,1533.5939921992142,1699.3583256354873,1402.430051490117,1578.0388779936222,1657.4542613044318,39
Butler,9,7,2,1736.4492515257384,1736.4492515257398,1632.8142712032231,1496.2636654059252,1727.124096748685,1642.6430749926164,1582.7659619235521,1462.1749331701888,1507.0338667687483,1673.0063506481085,40
Iowa,9,8,1,1730.5502740301415,1730.5502740301429,1655.164698877148,1616.8148353370314,1539.720099141684,1651.7069501887215,1443.4837712663407,1821.4030560289034,1553.5406338611197,1361.204367921827,41
Oklahoma St.,9,9,0,1723.826035390569,1723.8260353905703,1573.9819507048455,1554.409505838457,1521.029542694377,1512.9752166030162,1508.2226133546008,1496.514894680835,1560.0557038524191,1591.4844450865066,42
USC,9,8,1,1722.1140959016914,1722.1140959016927,1623.2363542290404,1573.4031123731297,1637.5363726352691,1746.7295866302447,1555.9356111406296,1508.4349988070517,1488.9657551997132,1587.04316812183,43
McNeese St.,7,5,2,1720.2095477286814,1720.2095477286828,1518.5974696375852,1612.6388461083886,1633.628347770207,1512.365896205841,1610.9106224318452,1944.0644352120519,1241.627028412178,1436.8412973247919,44
Ohio St.,8,7,1,1719.4222448724552,1719.4222448724565,1717.4564433556648,1467.7525800600324,1477.0347811473848,1602.7137542956077,1613.5977492477145,1428.2382268534702,1566.9990484456268,1572.7343165733432,45
South Florida,9,5,4,1717.425725799803,1717.4257257998045,1495.6530602408006,1611.3393830226617,1679.196735205533,1624.5986286811224,1519.704811843013,1683.0294761951075,1513.1510824789243,1433.0938777873682,46
Wyoming,8,6,2,1715.647387757634,1715.6473877576354,1544.512884071066,1500.1398307816542,1670.1296479325572,1447.4869009911076,1646.964700352821,1539.8934750469189,1643.7121660063387,1101.6843610589992,47
Tulsa,7,6,1,1712.3011983277072,1712.3011983277086,1647.9378631456532,1693.997821983794,1489.8394813264497,1577.9841832297777,1487.7172915067422,1429.2064770805341,1618.8585188581558,1632.2288604759844,48
Belmont,9,8,1,1711.4326918071915,1711.432691807193,1718.1219932521417,1411.8201973408104,1443.2563653125414,1425.0650996218621,1648.3677089495372,1551.6120367464325,1571.7260926641766,1592.9350309919164,49
Wake Forest,10,7,3,1706.4427142541426,1706.442714254144,1561.8198525893795,1552.860425732158,1631.5303815887428,1438.0375776690785,1531.7324166428875,1697.021253462261,1435.9009986502626,1460.2578816783557,50
Nebraska,9,9,0,1705.2668676781298,1705.2668676781311,1638.4935645771861,1641.8739028615598,1269.690134323247,1443.4804690647222,1621.3464449241274,1536.115438484266,1573.8093797063368,1674.1298013066298,51
TCU,9,6,3,1705.1339892471506,1705.133989247152,1543.3720516436351,1525.6978574089808,1531.1068466812776,1455.8875956060883,1537.984278947487,1679.6130940362652,1576.9376443043436,1540.5403311532116,52
Villanova,8,7,1,1704.8700457108757,1704.870045710877,1602.3362395237864,1438.5491150063954,1807.5894526934915,1383.515608261415,1449.4443149722547,1581.2528846003786,1570.7111947075284,1609.2260127413247,53
Yale,9,8,1,1702.446146408922,1702.4461464089234,1702.9340200743684,1658.2455859407141,1570.8666899268155,1556.1564590782025,1457.6249922376417,1531.4214098867808,1474.0724850362471,1569.9147646367232,54
Wisconsin,9,7,2,1702.1699427181272,1702.1699427181286,1541.1484770661727,1639.9530257465985,1503.7257893556036,1516.6093946133742,1453.8332835650529,1512.416930319853,1693.8753619648526,1518.1985355515967,55
Santa Clara,9,7,2,1696.1934694575891,1696.1934694575905,1553.0760678249742,1587.1260662812765,1765.5075683845328,1263.1038209320102,1547.0228249215631,1678.0633046386222,1466.310218509046,1385.4680479405843,56
Washington,9,6,3,1691.8670791669117,1691.867079166913,1442.3963518140117,1527.256089021829,1759.3057051296669,1558.6319879615041,1634.4117325525172,1442.6706388293787,1643.7105318790973,1541.3582024394088,57
Colorado St.,9,7,2,1691.5038437958383,1691.5038437958397,1835.6952133658233,1447.3428650143119,1542.822337608796,1602.158334915633,1442.8773659516542,1287.1375570803532,1640.4001356579495,1644.4398490557653,58
Wichita St.,9,5,4,1686.8244424049094,1686.8244424049108,1455.8513542620738,1586.6575635880213,1768.5704654202689,1514.2404525299423,1637.1924087038237,1450.9809318564285,1515.9841424354813,1568.3175674652894,59
UCF,9,8,1,1686.8201027325058,1686.8201027325072,1609.7701971961064,1504.0709868531642,1744.3428548645545,1496.5978965994066,1538.8393305404873,1486.900532674094,1537.7407352334474,1386.7730489857709,60
Baylor,8,6,2,1683.3503452720004,1683.3503452720017,1624.480394651823,1635.6031694098501,1734.959929826705,1576.1359134130314,1424.405671204783,1440.4482612973331,1525.31929181341,1670.5725703227154,61
Sam Houston St.,7,4,3,1681.9546872176138,1681.9546872176152,1579.7081300228265,1532.5351098695066,1793.5455325900346,1382.7946850588476,1558.0520215729343,1608.9707091157875,1411.6329264820747,1287.5697881974945,62
Colorado,9,8,1,1681.0802421553283,1681.0802421553296,1670.0290605343157,1654.3516630146023,1558.958715949328,1697.4938582832028,1485.799880091569,1349.2918258333627,1670.4254327041658,1606.3134677101586,63
William & Mary,9,6,3,1677.306795020848,1677.3067950208494,1717.9556405709193,1451.412444561289,1384.7933445822916,1480.346260288394,1638.8540241458084,1684.3679050309,1469.310306312264,1521.9423996402943,64
Missouri,10,8,2,1673.2522831060178,1673.2522831060191,1663.3478624215559,1446.4811942447157,1675.895137748478,1555.926107953223,1486.7531045689266,1504.5749899518637,1579.4788785803842,1609.7990077331333,65
Seton Hall,10,9,1,1671.429792324562,1671.4297923245633,1438.7731684755336,1595.4780165270743,1519.2344536291505,1483.1430624001716,1607.9538379796481,1798.1500702988717,1498.245251327442,1383.6733195112383,66
Northwestern,9,5,4,1670.8532349464701,1670.8532349464715,1605.248161196977,1594.4965770008382,1506.162268898641,1562.7373472633726,1661.5911659781555,1443.588161064057,1353.1910302706758,1570.913930561903,67
Texas A&M,10,7,3,1669.91757646179,1669.9175764617914,1533.7186185316925,1530.4884709554854,1495.0098342756312,1596.927857276858,1399.6556839826535,1656.3001287602679,1562.1987694446714,1558.4420417804838,68
UCLA,9,7,2,1668.9898363223263,1668.9898363223276,1597.7246520865458,1500.3760585466769,1596.3899315466938,1536.2578321733595,1537.9776238184959,1576.9875805464178,1509.0916043561137,1586.3415734259056,69
Virginia Tech,10,8,2,1666.6009319770733,1666.6009319770747,1554.5728624873766,1626.1695601837137,1461.9771410514509,1491.2764647672411,1545.775140567669,1507.8975531195526,1543.0092429045856,1611.157584606213,70
UC San Diego,8,7,1,1662.0986668702951,1662.0986668702965,1721.9331745096702,1679.282221060098,1364.5496290897713,1460.1935241828817,1542.698027598931,1506.6608736449532,1480.1288232603727,1619.515461484915,71
George Mason,9,8,1,1659.9709925805928,1659.9709925805942,1533.188001068455,1459.1463933499901,1593.3665762399576,1679.831749596481,1606.1265841558386,1549.603447385703,1524.688092293266,1578.5564540153036,72
Syracuse,8,5,3,1658.118575574015,1658.1185755740164,1524.2577277031633,1572.6167174338925,1453.4198863898298,1523.5715357983502,1663.2539962956994,1678.0176350421552,1488.1910686842027,1506.8828234781263,73
Notre Dame,10,7,3,1657.223308459967,1657.2233084599684,1608.9155789614365,1503.8737576394792,1511.4120354840213,1527.237996718125,1571.4431234171927,1414.4937294558988,1684.6497588170037,1478.118548942584,74
Oklahoma,9,6,3,1655.4569066954516,1655.456906695453,1532.7057600281591,1757.4320516510297,1567.0770640962608,1463.9222020149066,1527.211404266294,1448.6845619372268,1473.2275326745962,1543.938078794522,75
San Diego St.,7,4,3,1649.719652436163,1649.7196524361643,1644.5267596759766,1371.251394878963,1546.0138814143972,1491.468723508146,1535.4437315042205,1641.8597146404477,1490.8023530604294,1533.1831023189184,76
California,9,8,1,1647.9706012122222,1647.9706012122235,1593.1546706093902,1555.3839384997545,1422.8704313212036,1508.6875513441503,1596.0112899500728,1441.3053185745373,1449.4093424161183,1585.163789987981,77
Illinois St.,9,7,2,1644.527063996269,1644.5270639962703,1540.3584700090291,1585.919435267247,1467.7095633071572,1505.272395791299,1602.371439648758,1364.1131063173063,1686.7864100014583,1486.2426469556158,78
Texas,8,5,3,1642.3968472494528,1642.3968472494541,1528.6600303870125,1628.7179175324454,1597.1013326778761,1700.1748932437415,1534.7609943328932,1253.8458966947371,1696.625781241459,1442.4145137016856,79
Bowling Green,8,5,3,1634.3038733117019,1634.3038733117032,1496.4446290304427,1554.8242014717102,1437.5868529842319,1518.7883692193914,1572.9299777850333,1675.5241742626488,1603.826863291468,1401.2315237480339,80
Providence,10,6,4,1629.1713328312233,1629.1713328312246,1621.0961365619762,1575.153284034435,1544.0970899147017,1474.485578596703,1499.8978651051395,1458.724446651057,1470.6516517848124,1624.4742832040354,81
New Mexico,8,6,2,1628.1605227756193,1628.1605227756206,1562.8916088929536,1549.746365849275,1434.693112022193,1508.6906184415986,1530.2920401923539,1641.2232147672883,1567.7043610382727,1522.2456767657313,82
Murray St.,10,7,3,1626.9704269458987,1626.9704269459,1579.494352944535,1564.4102715460547,1577.0042552476534,1534.8387012677817,1583.4482771407797,1451.7854560194367,1424.3723315748298,1604.5339483000057,83
Hofstra,9,5,4,1625.8661451805688,1625.8661451805701,1560.79309842675,1483.1091840461188,1530.875194105346,1546.9435866420197,1594.864473185923,1561.6345635789687,1552.0228286401032,1508.87544878371,84
Columbia,9,8,1,1624.6067966735343,1624.6067966735357,1633.7649745993351,1353.531991785233,1735.0876351077397,1330.0735440368237,1585.7562172387418,1312.4289519930999,1612.316293610422,1533.6047049404017,85
Winthrop,10,5,5,1624.0979339019475,1624.0979339019489,1604.2405480938855,1675.6334331558658,1544.30389768676,1488.5628169530805,1434.6088451286946,1536.9485720650594,1532.740264388856,1523.0513709601112,86
Arizona St.,9,7,2,1619.936546498004,1619.9365464980053,1587.3265854118458,1592.811361797083,1474.1279456164243,1689.4238091281136,1447.9887046690992,1682.917483374874,1441.4595019301207,1423.3819845807552,87
Lipscomb,9,5,4,1617.266234167187,1617.2662341671883,1575.4526024239453,1580.29903100226,1461.9036867749185,1289.1540583695612,1590.7847957170236,1574.4461998891788,1554.1242752189382,1482.7017617913712,88
Creighton,9,5,4,1613.8818004380678,1613.8818004380691,1519.0381196925728,1578.126667114414,1525.1658561071624,1388.6011864674163,1592.9437444970904,1334.575979825662,1506.7795613255128,1764.3196710522727,89
Idaho St.,8,4,4,1613.7991557746934,1613.7991557746948,1586.3648809981269,1462.806462467199,1554.5159117120074,1512.4141762937218,1593.6378637735365,1506.022060046793,1509.979650877806,1500.7305999882235,90
Richmond,8,7,1,1613.4537815552849,1613.4537815552862,1565.9457857028667,1511.151957253795,1421.8816847690516,1670.4925360065813,1514.391929884999,1390.9143752667203,1660.5736281723573,1444.2905380481652,91
Mississippi,9,5,4,1612.8357741974012,1612.8357741974025,1468.7982353570865,1646.9965045000863,1531.8768010144524,1455.809006037387,1534.6733988895994,1556.2397923335716,1435.5023797847755,1522.6553737332554,92
East Tennessee St.,8,6,2,1612.4773329413529,1612.4773329413542,1575.7942811403523,1564.6298909797042,1428.401243927501,1486.316131641953,1515.9641215294164,1670.589885472051,1552.8831396748114,1488.1787269735298,93
Pacific,9,6,3,1612.0798524322415,1612.079852432243,1542.1988220099397,1411.8349597224399,1632.1467367726086,1399.1409775909194,1611.1815231680562,1458.8287804553493,1650.9410679542032,1451.7642136209158,94
Kansas St.,9,5,4,1611.238440717648,1611.2384407176494,1638.5708617627301,1468.849265285358,1575.4836292683883,1485.4061456084878,1496.1555191502296,1567.041793564594,1340.0563993279961,1536.2714987276731,95
High Point,9,7,2,1609.6215614495848,1609.6215614495861,1596.233806465149,1669.5233895261817,1501.690480367386,1531.9341082236822,1424.353898109964,1703.8757465957715,1391.1303887597765,1490.766923081839,96
Florida St.,9,5,4,1609.3800907835287,1609.38009078353,1471.912517770065,1626.6176296677006,1472.8403134897853,1352.433197777364,1478.3647299786676,1792.075101901645,1373.300611281754,1508.028207968279,97
Dayton,10,7,3,1608.8061428624076,1608.806142862409,1577.49496121112,1518.6879877506963,1407.2313942957894,1732.4661159936252,1364.4337494730355,1893.7193563922397,1533.5413202191953,1523.6232946814494,98
Western Kentucky,7,5,2,1607.592489501424,1607.5924895014255,1428.8313630011098,1690.6198546554508,1528.5670978111496,1565.538802397,1490.9063679161065,1588.5067536113488,1613.5749120297514,1399.5006984944432,99
UAB,9,6,3,1607.4070283577444,1607.4070283577457,1370.7837830391434,1678.8720442327906,1638.278201747302,1521.5947069656816,1603.4440714155928,1537.3143696612415,1601.4379409751855,1523.6486683627268,100
Northern Iowa,8,6,2,1602.3071583668402,1602.3071583668416,1528.1586196777052,1581.4145084365418,1223.330049662491,1426.051191510944,1616.1975841284068,1580.294234216548,1619.9662870348386,1597.3920602256753,101
South Carolina,9,6,3,1601.940588282814,1601.9405882828153,1541.7001339762367,1601.0730378800736,1411.091728023996,1481.8769258435939,1561.010583218563,1313.6484836944385,1568.8821021507918,1551.3828690379546,102
Miami OH,6,6,0,1600.4916432051357,1600.491643205137,1663.6812423470074,1503.9584577322387,1359.7105563366724,1413.3626449494752,1435.7510916408737,1585.0559467638457,1566.384606099062,1519.3511148619123,103
Liberty,6,4,2,1596.9789105696454,1596.9789105696468,1734.8773966143203,1637.4935929995945,1256.4386777221982,1295.0647115238555,1441.8873013255254,1587.7879150307995,1388.7284931011807,1562.2625454540755,104
West Virginia,10,7,3,1596.7846197840554,1596.7846197840568,1424.4099919385126,1492.1685012005587,1467.423188647272,1548.7428772110413,1532.7286641552328,1653.6084399790611,1666.6394973791157,1602.838633243751,105
Montana St.,8,2,6,1595.175413598713,1595.1754135987144,1543.0639248360083,1631.4686060304862,1463.8605052680305,1329.8699548203524,1566.2162735080683,1518.8517839135698,1578.0942811934367,1459.624470910228,106
Nevada,10,7,3,1593.0482368704268,1593.0482368704281,1413.0637926073528,1663.6763079457291,1612.0438722120625,1646.2955529245726,1515.138518100593,1525.0794324646004,1618.014547322428,1386.9026071418243,107
Rhode Island,10,7,3,1591.0779226568816,1591.077922656883,1523.4943243007642,1367.3262021589533,1626.6812746485161,1615.6733007628388,1541.233620386578,1746.1520867880995,1370.726963631034,1387.41575228241,108
Stephen F. Austin,8,6,2,1588.417609995179,1588.4176099951803,1549.977108848904,1645.6966778508065,1560.7894402934778,1248.7937664981644,1603.7519173467567,1350.5430542122099,1565.7821253597579,1383.7330531986747,109
UT Rio Grande Valley,7,2,5,1586.1466611515582,1586.1466611515596,1570.3248000715569,1495.3538864362833,1474.2847306222613,1412.9003622389764,1603.7791530147674,1491.306503061064,1590.3606751259433,1434.2083295497052,110
Middle Tennessee,7,3,4,1586.1320428612833,1586.1320428612846,1561.2983472625028,1655.040337234409,1462.7141634671718,1379.9331342878752,1557.4638999115684,1347.9951282848572,1626.0556058756931,1540.326372663657,111
Memphis,8,4,4,1585.8028390331199,1585.8028390331212,1436.5980401271133,1423.3542376057144,1621.2169494175382,1515.325467516823,1600.0494711727388,1542.7928593092242,1470.4245416591336,1431.0211131991564,112
Hawaii,9,7,2,1584.3319863182671,1584.3319863182685,1444.1971015284353,1352.540807746569,1490.3336462562756,1707.441913915942,1693.9576112641787,1389.949331133227,1626.6029701188886,1412.175307064397,113
Penn St.,9,8,1,1584.2529430675002,1584.2529430675015,1567.8497091270485,1702.3569626630022,1530.8858591543685,1593.7646491559378,1404.2699781305816,1550.7163155671335,1541.620249379824,1707.0278065965797,114
Wright St.,8,3,5,1582.516175069706,1582.5161750697073,1590.7769620641352,1503.3769624162476,1375.7231666899136,1462.8215425063881,1577.889392186345,1661.6483111482721,1407.2474663813657,1562.8998913221747,115
Florida Atlantic,8,5,3,1579.8091450036852,1579.8091450036866,1551.6145416040877,1495.1378692880662,1617.554361740207,1465.7439964153525,1426.5113035638547,1461.4908773328227,1593.135322278928,1461.7069885223373,116
Stanford,9,7,2,1579.6487225638848,1579.6487225638862,1443.7111107283781,1585.5190275974192,1605.9552382197157,1438.796626100827,1428.3003642166937,1625.4781581531452,1618.9986867787495,1429.7064995200149,117
Seattle,8,6,2,1575.713041715948,1575.7130417159494,1663.5298184272654,1475.1978822926949,1317.9665961262635,1409.6838371888105,1576.3434345622345,1688.298924901911,1367.3599106144352,1494.5603366692133,118
Austin Peay,8,3,5,1575.682362260763,1575.6823622607644,1466.008666531499,1503.1400744863288,1474.6518920523838,1423.0180844363326,1578.0251499349947,1660.8424193966034,1596.2688289726013,1595.2849703082286,119
Xavier,10,7,3,1574.5260470277658,1574.5260470277672,1471.4417121491003,1793.9729167304904,1372.749977112547,1413.9187382763746,1430.229781653747,1498.5222381724666,1606.5269675615757,1491.3928377374184,120
Oakland,9,4,5,1573.404984720766,1573.4049847207673,1606.876133392583,1778.08785031074,1430.6360485842195,1564.6911070510766,1387.2812028046253,1390.7193986975528,1550.4429275703726,1619.0507921024173,121
St. Bonaventure,9,8,1,1571.170645535654,1571.1706455356555,1523.9207271194864,1435.8409888190372,1680.1850982329745,1338.3630037923288,1498.2000099394852,1568.2672406237116,1542.5493867128464,1600.9681544794912,122
Cal Baptist,10,7,3,1567.5957129454962,1567.5957129454976,1446.7836153352632,1436.8813839938443,1697.273582480324,1458.7016966215003,1586.80967113263,1501.8368065457425,1668.7307775403885,1483.8229919238902,123
Idaho,7,4,3,1563.0048274466556,1563.004827446657,1549.9961121261667,1601.4747309058002,1501.860275487846,1543.1248274404434,1494.8532151304296,1367.307464793914,1731.4048556610562,1391.6260533187608,124
Cincinnati,9,6,3,1558.2965325966811,1558.2965325966825,1397.8185586319087,1438.6600528644153,1445.0629039321764,1542.7731578489463,1579.7253736965738,1625.1872401836004,1643.801328001894,1546.9564529074828,125
Drake,8,4,4,1557.6075921386466,1557.607592138648,1554.934669779895,1633.9301289758191,1371.3639995578926,1396.6035983450095,1530.2103763495077,1371.6548655244067,1523.879422191007,1584.8818606016428,126
Tennessee Martin,7,5,2,1553.3601136339857,1553.360113633987,1528.4463712225963,1393.0014699824444,1534.6489144294055,1681.784255141009,1582.4516083362578,1592.420004770951,1484.8304932927986,1355.935063156638,127
Grand Canyon,9,5,4,1552.7799185055421,1552.7799185055435,1364.1691891727803,1488.6823169687555,1533.7266413030404,1500.975485814058,1537.3621298375688,1589.8902998434737,1689.2803616775352,1460.3196126281782,128
Southern Miss,7,3,4,1551.596714308418,1551.5967143084195,1535.2062037321618,1601.3128396209963,1659.264304456686,1530.2877773494472,1440.0451490026705,1550.7650642988242,1551.8082888449244,1574.9447485536743,129
Northern Colorado,7,6,1,1547.8846914180906,1547.884691418092,1642.5871892030232,1492.4118151120524,1327.8060071959278,1522.928681501528,1607.8309973020887,1287.040194394867,1577.3177412798482,1536.7771387884204,130
UC Irvine,9,5,4,1546.986307119541,1546.9863071195423,1351.9518026260932,1464.7403571730947,1464.3345260163665,1654.2602014282668,1759.3334262033375,1450.9209574933038,1471.8183280606738,1556.7267307707398,131
Towson,9,5,4,1546.6007936091803,1546.6007936091817,1441.0490904210715,1547.6210060739372,1647.3264445944835,1325.47357470173,1559.6186182157771,1397.6435215048932,1660.4213407285063,1548.0621173606874,132
UNC Wilmington,9,8,1,1546.2077036537082,1546.2077036537096,1471.263861373306,1549.9883177432696,1706.9581905174293,1520.6928686531032,1517.4585433727907,1337.9033806490656,1574.949953795455,1742.2988852405342,133
Georgetown,9,6,3,1541.8394195463266,1541.839419546328,1389.2515162079926,1780.4527241032595,1454.2623142524974,1564.7927315398654,1505.5668862076113,1471.6912427184143,1589.0678906110018,1490.1270995764764,134
New Mexico St.,6,4,2,1541.3943715459031,1541.3943715459045,1416.1782632455077,1544.2265228811134,1711.2627538828356,1576.266321220474,1581.133292128225,1480.1511524139144,1584.5906500128797,1368.9567142841158,135
